Freq.	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
4.26579518801585e+009	(-1.68026508417806e+002dB,-6.44632340043879e+001°)	(4.34118961494900e+001dB,1.15518318332640e+002°)	(-2.68026442485914e+002dB,-6.44636577399095e+001°)	(-4.47879071469499e+001dB,2.55183220254940e+001°)
4.36515832240158e+009	(-2.28445767036087e+002dB,-1.03483715587762e+002°)	(-1.66074330070535e+001dB,7.64977483069295e+001°)	(-3.28445847637294e+002dB,-1.03480210304926e+002°)	(-1.05007243781265e+002dB,-1.35022481191394e+001°)
4.46683592150955e+009	(-1.88225243910083e+002dB,8.97422478774156e+001°)	(2.40130189175938e+001dB,-9.02763628452740e+001°)	(-2.88225243154320e+002dB,8.97421765562479e+001°)	(-6.45867989979574e+001dB,1.79723640613852e+002°)
4.57088189614867e+009	(-1.89287402131409e+002dB,9.00752164802043e+001°)	(2.33507889284462e+001dB,-8.99434549446102e+001°)	(-2.89287401684505e+002dB,9.00751019495503e+001°)	(-6.54490358071537e+001dB,-1.79943451596323e+002°)
4.67735141287190e+009	(-1.85689064618503e+002dB,8.83468999727755e+001°)	(2.73490542040439e+001dB,-9.16718181783416e+001°)	(-2.85689062187294e+002dB,8.83458742380768e+001°)	(-6.16507770447722e+001dB,1.78328185062929e+002°)
4.78630092322630e+009	(-1.98010562316988e+002dB,-9.40652519606932e+001°)	(1.54274838957772e+001dB,8.59159971680387e+001°)	(-2.98010568720576e+002dB,-9.40644094843842e+001°)	(-7.37723535732301e+001dB,-4.08399969402247e+000°)
4.89778819368438e+009	(-2.20324368552308e+002dB,-9.76153555379757e+001°)	(-6.48639522507338e+000dB,8.23658748765456e+001°)	(-3.20324387529987e+002dB,-9.76164155693400e+001°)	(-9.58862386344327e+001dB,-7.63412208529480e+000°)
5.01187233627264e+009	(-1.82335527961106e+002dB,9.48256661627518e+001°)	(3.19023723009633e+001dB,-8.51931081618474e+001°)	(-2.82335515241967e+002dB,9.48275166518807e+001°)	(-5.76974767815015e+001dB,-1.75193105220040e+002°)
5.12861383991356e+009	(-1.96321832062854e+002dB,-8.56232590774282e+001°)	(1.83159950495896e+001dB,9.43579757725589e+001°)	(-2.96321837813498e+002dB,-8.56232099073910e+001°)	(-7.14838594507595e+001dB,4.35797862132140e+000°)
5.24807460249763e+009	(-1.86172363203021e+002dB,8.70147343825618e+001°)	(2.88653907692468e+001dB,-9.30040077707649e+001°)	(-2.86172373374280e+002dB,8.70123598018944e+001°)	(-6.11344689052495e+001dB,1.76995994988144e+002°)
5.37031796370243e+009	(-2.20742064173659e+002dB,-9.69625176820724e+001°)	(-5.30438323979000e+000dB,8.30187768620678e+001°)	(-3.20742096043357e+002dB,-9.69618743950218e+001°)	(-9.55042478556635e+001dB,-6.98122046579564e+000°)
5.49540873857615e+009	(-1.92868399368288e+002dB,8.92602501994385e+001°)	(2.29692087193937e+001dB,-9.07584050085016e+001°)	(-2.92868404125496e+002dB,8.92606800368689e+001°)	(-6.74306606155604e+001dB,1.79241597579837e+002°)
5.62341325190339e+009	(-1.88713833915963e+002dB,-8.26890128329989e+001°)	(2.75237016059810e+001dB,9.72923955789873e+001°)	(-2.88713814954196e+002dB,-8.26856128382191e+001°)	(-6.30761722357592e+001dB,7.29239808639985e+000°)
5.75439937337147e+009	(-1.87387358528903e+002dB,9.37605667460098e+001°)	(2.92501047935151e+001dB,-8.62579480555715e+001°)	(-2.87387387449354e+002dB,9.37572476679601e+001°)	(-6.15497733522683e+001dB,-1.76257945626311e+002°)
5.88843655355578e+009	(-2.25502315425615e+002dB,9.55892988304531e+001°)	(-8.46492385349759e+000dB,-8.44291262495156e+001°)	(-3.25502358333007e+002dB,9.55867481268922e+001°)	(-9.94648061097030e+001dB,-1.74429123895729e+002°)
6.02559586074347e+009	(-1.95812599011168e+002dB,9.03721031652879e+001°)	(2.16247213398872e+001dB,-8.96462195136636e+001°)	(-2.95812597392205e+002dB,9.03720810585167e+001°)	(-6.95751648418303e+001dB,-1.79646217232765e+002°)
6.16595001861471e+009	(-2.31501103283515e+002dB,1.01490771692119e+002°)	(-1.36638535474937e+001dB,-7.85274361851261e+001°)	(-3.31501104475952e+002dB,1.01491048652155e+002°)	(-1.05063743478132e+002dB,-1.68527433974616e+002°)
6.30957344480182e+009	(-1.95938212541978e+002dB,9.09219424565277e+001°)	(2.22989672583901e+001dB,-8.90961385183484e+001°)	(-2.95938213242696e+002dB,9.09204355685753e+001°)	(-6.93009262525236e+001dB,-1.79096136375815e+002°)
6.45654229034644e+009	(-2.37114198650433e+002dB,6.89584438427905e+001°)	(-1.84770880366023e+001dB,-1.11059498448670e+002°)	(-3.37114279001470e+002dB,6.89594896928119e+001°)	(-1.10276984966732e+002dB,1.58940503628216e+002°)
6.60693448007584e+009	(-2.10326258526563e+002dB,-8.51124740613504e+001°)	(8.71078371580903e+000dB,9.48697337742577e+001°)	(-3.10326264173014e+002dB,-8.51104876999970e+001°)	(-8.32891164797227e+001dB,4.86973578774671e+000°)
6.76082975391969e+009	(-1.99400673051870e+002dB,9.01267088329333e+001°)	(2.00363016961729e+001dB,-8.98909221140398e+001°)	(-2.99400674418386e+002dB,9.01246537732380e+001°)	(-7.21636016178671e+001dB,-1.79890920161776e+002°)
6.91830970918924e+009	(-1.99963942756023e+002dB,9.01462897616551e+001°)	(1.98729654328593e+001dB,-8.98711692448448e+001°)	(-2.99963942148661e+002dB,9.01500176134309e+001°)	(-7.25269408594029e+001dB,-1.79871167351710e+002°)
7.07945784384125e+009	(-2.13964664428254e+002dB,-8.51438010117654e+001°)	(6.27217819057687e+000dB,9.48389222659153e+001°)	(-3.13964680781667e+002dB,-8.51473385483349e+001°)	(-8.63277309459325e+001dB,4.83892410194577e+000°)
7.24435960074977e+009	(-2.03652200908919e+002dB,-8.35153324005588e+001°)	(1.69845771787591e+001dB,9.64675831155644e+001°)	(-3.03652227165508e+002dB,-8.35162287628270e+001°)	(-7.58153346740490e+001dB,6.46758489644373e+000°)
7.41310241300904e+009	(-2.01234081803382e+002dB,9.03628311622156e+001°)	(1.98026328376521e+001dB,-8.96540515265570e+001°)	(-3.01234080336016e+002dB,9.03633924338063e+001°)	(-7.31972816092620e+001dB,-1.79654049798944e+002°)
7.58577575029170e+009	(-2.02296423877056e+002dB,9.01788757023398e+001°)	(1.91402284432637e+001dB,-8.98377960384993e+001°)	(-3.02296422423552e+002dB,9.01820695319556e+001°)	(-7.40596884810600e+001dB,-1.79837794362333e+002°)
7.76247116628677e+009	(-2.70315008940448e+002dB,-2.61257831442274e+001°)	(-4.84784177776624e+001dB,1.53857764807515e+002°)	(-3.70315013411695e+002dB,-2.61241349236037e+001°)	(-1.41878337067949e+002dB,6.38577664339877e+001°)
7.94328234724267e+009	(-2.13665096577768e+002dB,8.95477859009946e+001°)	(8.57143462378464e+000dB,-9.04684381207324e+001°)	(-3.13665094908476e+002dB,8.95469067828047e+001°)	(-8.50284869260309e+001dB,1.79531563457740e+002°)
8.12830516164084e+009	(-1.86861535940718e+002dB,-6.94825771974235e+001°)	(3.57749365249515e+001dB,1.10501434729885e+002°)	(-2.86861468271780e+002dB,-6.94799182234372e+001°)	(-5.80249871827467e+001dB,2.05014362619891e+001°)
8.31763771102656e+009	(-2.47702339015285e+002dB,-1.05440592512764e+002°)	(-2.46659240350879e+001dB,7.45436628755891e+001°)	(-3.47702353593571e+002dB,-1.05438118050509e+002°)	(-1.18665849803595e+002dB,-1.54563356371024e+001°)
8.51138038202361e+009	(-2.21688447016500e+002dB,-8.54438728701906e+001°)	(1.74791174979706e+000dB,9.45406330832786e+001°)	(-3.21688450491990e+002dB,-8.54399336578346e+001°)	(-9.24520159868108e+001dB,4.54063452730878e+000°)
8.70963589956064e+009	(-2.06263187637281e+002dB,9.04530595237388e+001°)	(1.75731162040700e+001dB,-8.95621772574579e+001°)	(-3.06263185021096e+002dB,9.04567439490476e+001°)	(-7.68268134121014e+001dB,-1.79562175855244e+002°)
8.91250938133729e+009	(-1.97314673520275e+002dB,9.50279923472378e+001°)	(2.69215766988093e+001dB,-8.49869808667553e+001°)	(-2.97314613752843e+002dB,9.50338590344321e+001°)	(-6.76783547123704e+001dB,-1.74986979504949e+002°)
9.12010839355893e+009	(-2.54245945923400e+002dB,-1.09472939929996e+002°)	(-2.96097480136948e+001dB,7.05123563335633e+001°)	(-3.54245730110376e+002dB,-1.09470048829472e+002°)	(-1.24409681139131e+002dB,-1.94876423436802e+001°)
9.33254300796974e+009	(-2.00580150606782e+002dB,9.34225082981764e+001°)	(2.44559963132705e+001dB,-8.65919204338379e+001°)	(-3.00580164019271e+002dB,9.34222095027296e+001°)	(-7.05439384493028e+001dB,-1.76591919148823e+002°)
9.54992586021418e+009	(-1.88809668786971e+002dB,-1.19968939506579e+002°)	(3.66264284667818e+001dB,6.00169119183863e+001°)	(-2.88809857383934e+002dB,-1.19964348930075e+002°)	(-5.85735078592777e+001dB,-2.99830868330809e+001°)
9.77237220955792e+009	(-2.53206226251298e+002dB,-7.33680280965371e+001°)	(-2.73701773399105e+001dB,1.06618108273797e+002°)	(-3.53206286279518e+002dB,-7.33677341482503e+001°)	(-1.22770115159118e+002dB,1.66181094870614e+001°)
1.00000000000000e+010	(-1.99502993316410e+002dB,9.57803186294844e+001°)	(2.67330085742505e+001dB,-8.42332556195391e+001°)	(-2.99503141609278e+002dB,9.57737479532296e+001°)	(-6.88669306709318e+001dB,-1.74233254440374e+002°)
